name,proj_pass_att,proj_rush_att,proj_tar,proj_pass_yd,proj_rush_yd,proj_rec_yd,proj_pass_td,proj_rush_td,proj_rec_td,proj_int,proj_fum,team,games_played,fantasy_points
Payne Durham,0.0,0.0,77.88,0.0,0.0,586.29,0.0,0.0,7.05,0.0,0.51,TAM,18,99.909
Puka Nacua,0.0,19.43,193.15,0.0,74.62,1897.68,0.0,2.2399999999999998,3.83,0.0,0.0,LAR,18,233.65
Quentin Johnston,0.0,0.4,116.37,0.0,0.77,720.91,0.0,0.0,11.03,0.0,0.0,LAC,18,138.34799999999998
RJ Harvey,0.0,103.76,16.51,0.0,1235.16,-16.26,0.0,0.0,0.0,0.0,0.0,DEN,17,121.89000000000001
Rachaad White,0.0,144.99,51.47,0.0,658.6899999999999,302.65,0.0,4.1,5.16,0.0,0.38,TAM,18,150.934
Raheem Mostert,0.0,108.68,35.11,0.0,264.14,225.46,0.0,0.0,0.0,0.0,0.0,LVR,18,48.96000000000001
Raheim Sanders,0.0,54.53,0.0,0.0,53.16,0.0,0.0,19.54,0.0,0.0,0.0,CLE,17,122.556
Rasheen Ali,0.0,46.120000000000005,0.0,0.0,144.99,0.0,0.0,0.0,0.0,0.0,0.0,BAL,18,14.499000000000002
Rashid Shaheed,0.0,0.0,157.64,0.0,0.0,587.33,0.0,0.0,0.0,0.0,0.0,NOR,17,58.733000000000004
Rashod Bateman,0.0,0.0,65.95,0.0,0.0,569.63,0.0,0.0,11.6,0.0,0.0,BAL,18,126.56299999999999
Ray Davis,0.0,95.78999999999999,19.080000000000002,0.0,289.35,138.37,0.0,1.58,3.38,0.0,0.0,BUF,18,72.53200000000001
Ray-Ray McCloud,0.0,11.459999999999999,84.31,0.0,81.94,754.68,0.0,0.0,0.03,0.0,0.16,ATL,18,83.52200000000002
Reggie Gilliam,0.0,36.52,0.0,0.0,56.46,0.0,0.0,0.0,0.0,0.0,0.0,BUF,18,5.646000000000001
Rhamondre Stevenson,0.0,189.21,36.56,0.0,708.43,202.46,0.0,4.34,0.37,0.0,0.56,NWE,18,118.22899999999998
Ricky Pearsall,3.0300000000000002,7.16,84.23,0.0,22.95,953.47,0.0,0.0,3.5300000000000002,0.0,0.0,SFO,18,118.822
Rico Dowdle,0.0,295.11,44.74,0.0,1398.12,185.07,0.0,2.68,0.48,0.0,0.16,CAR,18,176.959
